,HD_ID,Customer_ID,Name,Gender,Age,State,Profession,Pro_Cust_Flag,Wage_Band,Cred_Score,Senior_Citizen_Flag,Marital_Status_Flag,Account_Activation
4136,NUTVAU,C7856681,Victor Zastrow,M,39,LA,Others,0,MED,800-850,0,1,2013-10-05 21:37:00
4137,AFJPRI,C1145424,Lawrence Gehring,M,20,ID,Others,0,MED,740-799,0,0,2013-10-06 22:02:00
4138,CADXMC,C2903174,Marilyn Church,F,40,MA,Others,0,LOW,670-739,0,0,2013-10-08 01:06:00
4139,LLHAWX,C8049492,Linda Muffley,F,30,ND,Others,0,HIGH,800-850,0,0,2013-10-08 01:22:00
4140,OYVNMC,C6406818,Peter Mason,M,33,MS,Others,0,LOW,300-579,0,1,2013-10-11 11:32:00
4141,KXAPKO,C9404568,Stephen Few,M,27,IN,Others,0,MED,800-850,0,1,2013-10-11 12:14:00
4142,LDAMSW,C0773009,John Richmond,M,43,SD,Others,0,LOW,300-579,0,0,2013-10-11 18:16:00
4143,IIUOOD,C6756670,Gloria Bassett,F,21,IA,Others,0,HIGH,800-850,0,1,2013-10-13 00:45:00
4144,QHVEYN,C9677502,Chrystal Henderson,F,38,LA,Others,0,LOW,300-579,0,0,2013-10-21 06:36:00
4145,HUKOAD,C1450769,Brandi Rivera,F,22,ME,Others,0,LOW,300-579,0,0,2013-10-22 13:30:00
4146,ACMXAJ,C8137795,Jacob Lawler,M,38,UT,Others,0,HIGH,670-739,0,0,2013-10-24 19:37:00
4147,OSWGQW,C2990039,Karen Cantrell,F,28,CT,Others,0,HIGH,670-739,0,0,2013-10-26 06:09:00
4148,PKMRQW,C6526237,Vernon Diaz,M,32,LA,Others,0,LOW,580-669,0,1,2013-10-26 12:47:00
4149,LYPKJY,C8324625,Franklin Chevrier,M,27,DC,Others,0,MED,800-850,0,0,2013-10-26 18:39:00
4150,EDDHMW,C4716074,Rod Hall,M,45,MO,Others,0,HIGH,670-739,0,1,2013-10-27 03:18:00
4151,RQBRZR,C5423959,Donald Puckett,M,26,HI,Others,0,HIGH,670-739,0,1,2013-10-28 08:51:00
4152,KPHGAR,C6019695,Linda Weaver,F,42,AL,Others,0,HIGH,740-799,0,1,2013-10-31 00:37:00
4153,WRUXFP,C2977519,Jennifer Daley,F,39,OR,Others,0,LOW,300-579,0,1,2013-11-01 03:27:00
4154,FMMFAA,C9405210,Donna Carlton,F,47,SD,Others,0,HIGH,670-739,0,0,2013-11-02 22:32:00
4155,ROUEKS,C4260887,Raul Tyler,M,26,OH,Others,0,HIGH,670-739,0,1,2013-11-03 19:38:00
4156,PJGKLT,C5191763,Charles Macfarlane,M,48,VT,Others,0,LOW,670-739,0,0,2013-11-06 06:48:00
4157,PDBIHI,C3765215,Ruth Hammond,F,44,ME,Others,0,LOW,580-669,0,1,2013-11-11 03:20:00
4158,AYRDBS,C6214194,Albert Peral,M,27,AZ,Others,0,LOW,300-579,0,1,2013-11-11 22:29:00
4159,VDTNPP,C7580842,David Kemp,M,34,NV,Others,0,LOW,300-579,0,0,2013-11-12 05:12:00
4160,FMBDPM,C8502621,Tony Nay,M,31,OK,Others,0,LOW,580-669,0,1,2013-11-12 17:45:00
4161,VTYOYM,C6792795,Richard Calderon,M,43,CA,Others,0,LOW,670-739,0,1,2013-11-16 12:07:00
4162,AXMVXP,C5643704,Raymond Berryman,M,34,FL,Others,0,MED,800-850,0,0,2013-11-16 18:29:00
4163,ZOBTSX,C6207937,Jeni Spencer,F,24,NM,Others,0,LOW,580-669,0,0,2013-11-17 05:41:00
4164,UFUPHZ,C8217442,Lucas Kleypas,M,47,WV,Others,0,LOW,670-739,0,1,2013-11-19 14:02:00
4165,YXEPVV,C7920791,Christopher Schroeder,M,24,WV,Others,0,LOW,300-579,0,0,2013-11-19 20:01:00
4166,VBAFCY,C4312634,Marcus Moore,M,36,KS,Others,0,MED,740-799,0,1,2013-11-21 13:44:00
4167,FDRCYW,C1071375,Kenneth Schroeder,M,36,AR,Others,0,MED,670-739,0,0,2013-11-21 19:08:00
4168,RUFXVF,C3343501,Christopher Howard,M,44,CO,Others,0,LOW,670-739,0,0,2013-11-22 16:15:00
4169,NRAUZD,C8675416,Amanda Neubauer,F,22,WI,Others,0,LOW,670-739,0,0,2013-12-01 04:33:00
4170,FLVWUX,C3437940,Christopher Peterson,M,44,AZ,Others,0,LOW,580-669,0,0,2013-12-02 05:16:00
4171,OQYNHU,C7863457,Gabriel Young,M,36,WI,Others,0,MED,740-799,0,0,2013-12-03 21:32:00
4172,IQYUEE,C6340549,Paul Wilson,M,38,AZ,Others,0,HIGH,740-799,0,1,2013-12-07 11:33:00
4173,UGSUDP,C2099668,Irvin Mead,M,23,MI,Others,0,MED,670-739,0,0,2013-12-07 11:57:00
4174,BSDSZO,C0491235,Wendy Aikman,F,40,IA,Others,0,MED,800-850,0,1,2013-12-10 08:38:00
4175,KTVQUP,C4120206,Frank Winslow,M,48,WA,Others,0,HIGH,800-850,0,1,2013-12-11 10:53:00
4176,MCUUKS,C1289095,Richard Wells,M,39,TN,Others,0,LOW,300-579,0,0,2013-12-13 20:10:00
4177,LQHKUE,C3092616,Lois Boxx,F,42,OH,Others,0,HIGH,670-739,0,0,2013-12-15 16:29:00
4178,CTJMIV,C1370585,Jason Mcglade,M,33,FL,Others,0,HIGH,740-799,0,1,2013-12-20 03:27:00
4179,PGIWOH,C2896605,Gertrude King,F,26,NE,Others,0,HIGH,800-850,0,1,2013-12-20 20:49:00
4180,OKTIXO,C0063230,Danny Whittington,M,30,ND,Others,0,HIGH,800-850,0,1,2013-12-20 23:44:00
4181,FIZDBG,C3014793,Tom Rivard,M,33,ME,Others,0,LOW,580-669,0,1,2013-12-21 19:36:00
4182,WGXENJ,C4380009,Amanda Sechrest,F,42,AZ,Others,0,MED,670-739,0,0,2013-12-22 18:23:00
4183,FYJCVA,C3641740,Vance Chestnut,O,24,NM,Others,0,MED,800-850,0,0,2013-12-24 10:26:00
4184,TVDBRY,C7331443,Abbie Johnson,F,34,MO,Others,0,MED,800-850,0,1,2013-12-29 09:13:00
4185,TDNVUN,C0481592,Mattie Melancon,F,26,NJ,Others,0,HIGH,740-799,0,1,2013-12-30 02:19:00
4186,OKSWNB,C0379628,Harry Guay,M,45,SD,Others,0,MED,740-799,0,1,2013-12-30 12:03:00
4187,PLTERJ,C3641531,Eugene Mccown,M,49,WY,Others,0,HIGH,740-799,0,1,2014-01-01 18:06:00
4188,FTTAYG,C7864924,Susan Felice,F,43,VT,Others,0,MED,800-850,0,0,2014-01-01 18:14:00
4189,NIQCPS,C2026089,Karen Freeman,F,30,NM,Others,0,HIGH,740-799,0,1,2014-01-01 19:32:00
4190,HIBNVJ,C6652549,Michael Mcirvin,M,33,UT,Others,0,LOW,300-579,0,1,2014-01-02 14:49:00
4191,YCCSHT,C1515153,Martin Sisson,M,27,NE,Others,0,HIGH,740-799,0,1,2014-01-02 23:57:00
4192,WFSIUA,C9954073,Raul Dunning,M,39,ND,Others,0,HIGH,800-850,0,1,2014-01-03 13:07:00
4193,PAERBG,C4979216,Harry Weiler,M,39,CO,Others,0,MED,800-850,0,1,2014-01-03 14:24:00
4194,VTUYAC,C5510554,James Larson,M,19,AZ,Others,0,HIGH,800-850,0,1,2014-01-03 18:38:00
4195,XFUICE,C2154882,Caroline Engram,F,24,WA,Others,0,MED,670-739,0,1,2014-01-03 19:26:00
4196,KJOVLX,C1088364,Kevin Blevins,M,38,DC,Others,0,HIGH,670-739,0,1,2014-01-03 19:47:00
4197,RLCURF,C9479347,Alvin Humphrey,M,25,WY,Others,0,HIGH,740-799,0,1,2014-01-04 08:31:00
4198,RBAMJV,C7271485,Donna Obannon,F,31,SD,Others,0,LOW,580-669,0,1,2014-01-04 17:46:00
4199,JMCJEV,C8951906,Patricia Saiz,F,35,DE,Others,0,LOW,300-579,0,1,2014-01-04 19:43:00
4200,EFJMCP,C5715919,Monica Morales,F,35,HI,Others,0,MED,800-850,0,1,2014-01-05 17:10:00
4201,LJIYMF,C5628993,Albert Phillips,M,22,SD,Others,0,HIGH,670-739,0,0,2014-01-05 18:16:00
4202,KKDXBD,C4251006,Helen Gonzalez,F,27,AZ,Others,0,LOW,300-579,0,1,2014-01-05 19:54:00
4203,FGDKCK,C9145656,Robert Easley,M,26,MO,Others,0,LOW,670-739,0,1,2014-01-06 15:56:00
4204,PGKIKP,C8583837,Robert Artis,M,24,TN,Others,0,LOW,300-579,0,0,2014-01-06 17:42:00
4205,PECSKG,C8141299,Donald Newman,M,40,VT,Others,0,HIGH,740-799,0,1,2014-01-07 10:16:00
4206,BQHXIS,C0095804,Matthew Bertram,M,31,IN,Others,0,HIGH,800-850,0,0,2014-01-07 16:37:00
4207,TRUQZA,C7782764,Lisa Messler,F,45,KS,Others,0,HIGH,800-850,0,1,2014-01-08 09:56:00
4208,WYLUIM,C8100775,Betty Howe,F,28,IL,Others,0,HIGH,800-850,0,1,2014-01-08 16:32:00
4209,EGHMXV,C9811349,Leon Carew,M,27,TX,Others,0,MED,670-739,0,1,2014-01-08 18:25:00
4210,CMZIWZ,C0838030,Scott Gutierrez,M,34,RI,Others,0,LOW,580-669,0,0,2014-01-09 18:11:00
4211,HWAGNZ,C2960762,Gerald Hart,M,49,NY,Others,0,HIGH,740-799,0,0,2014-01-09 19:45:00
4212,ECUXMR,C6572862,Gilbert Grimaldo,M,36,IA,Others,0,HIGH,670-739,0,0,2014-01-11 17:28:00
4213,ZMEAAX,C5666215,John Murray,M,27,IL,Others,0,HIGH,670-739,0,1,2014-01-12 18:52:00
4214,NSQMZF,C7733446,Gabriel Smith,M,34,ME,Others,0,MED,800-850,0,1,2014-01-13 08:38:00
4215,BWBHBW,C3776445,Ashley Davila,F,36,CT,Others,0,MED,670-739,0,1,2014-01-13 15:29:00
4216,ZKPFON,C1418277,Alethea Vicars,F,32,HI,Others,0,MED,800-850,0,0,2014-01-13 17:03:00
4217,IWXECB,C2633600,James Sanders,M,39,MS,Others,0,HIGH,670-739,0,0,2014-01-13 17:37:00
4218,EDZNPR,C6774206,Vicki Gillen,F,20,MS,Others,0,MED,800-850,0,1,2014-01-13 19:32:00
4219,WMWSGZ,C8691865,William Fettig,M,38,OH,Others,0,MED,670-739,0,1,2014-01-14 11:38:00
4220,WMIKYF,C4299656,Joseph Hawkins,M,28,AR,Others,0,MED,800-850,0,1,2014-01-14 14:40:00
4221,NTTUXT,C9125413,Glenn Harlow,M,46,AR,Others,0,HIGH,670-739,0,1,2014-01-14 19:33:00
4222,PRZOYU,C2635834,Eugene Swain,M,39,WY,Others,0,HIGH,740-799,0,1,2014-01-15 03:53:00
4223,XPQLDS,C9959647,Zenia Yost,F,22,DE,Others,0,MED,670-739,0,1,2014-01-15 18:59:00
4224,ADFFHF,C4404460,Douglas Ishman,M,44,WY,Others,0,MED,670-739,0,1,2014-01-15 19:22:00
4225,KGLAEB,C4746989,Paul Choice,M,44,NE,Others,0,LOW,580-669,0,1,2014-01-16 03:27:00
4226,OBISAF,C0730910,Ollie Ferguson,F,43,DE,Others,0,MED,670-739,0,1,2014-01-16 19:39:00
4227,YXUFPN,C4757446,Shirley Barhorst,F,37,WA,Others,0,MED,800-850,0,0,2014-01-17 14:05:00
4228,CIPSNN,C1679417,Edmund Brown,M,20,MA,Others,0,MED,670-739,0,0,2014-01-17 18:41:00
4229,ZKPNDQ,C3359604,Jon Chandler,M,30,UT,Others,0,MED,670-739,0,1,2014-01-17 18:46:00
4230,GBCJXL,C3987236,Clara Cottrell,F,45,MT,Others,0,LOW,300-579,0,1,2014-01-17 23:12:00
4231,XSBZWH,C2600628,Justin Hite,M,40,TN,Others,0,LOW,580-669,0,1,2014-01-18 12:55:00
4232,ONNXKY,C8673449,James Mccosker,M,40,LA,Others,0,LOW,580-669,0,0,2014-01-18 18:49:00
4233,CDXNAH,C5048105,Johnnie Whilden,M,44,FL,Others,0,MED,670-739,0,1,2014-01-18 19:52:00
4234,RKAYNF,C9472792,James Williams,M,27,NC,Others,0,HIGH,670-739,0,1,2014-01-20 17:14:00
4235,GEJXQJ,C2255559,Beatrice Wicker,F,31,MI,Others,0,LOW,670-739,0,1,2014-01-21 09:12:00
4236,LDPTTA,C6373429,Nathaniel Justis,M,38,RI,Others,0,HIGH,800-850,0,1,2014-01-22 12:06:00
4237,SPVHEK,C9978277,John Deleon,M,49,SD,Others,0,MED,800-850,0,0,2014-01-22 17:24:00
4238,SFMNAQ,C2081484,Clifton Risner,M,31,TN,Others,0,LOW,300-579,0,0,2014-01-23 14:20:00
4239,DSXGTV,C7030947,Melissa Janosko,F,34,OK,Others,0,HIGH,670-739,0,1,2014-01-23 17:20:00
4240,CZVQWT,C4650867,Maria Johnson,F,25,SD,Others,0,MED,670-739,0,1,2014-01-25 17:53:00
4241,DAMBVR,C6216486,Earl Dickerson,M,44,ND,Others,0,LOW,670-739,0,1,2014-01-25 18:36:00
4242,GWXPQL,C9887941,Renee Glassman,F,33,WY,Others,0,MED,800-850,0,1,2014-01-25 18:50:00
4243,OMGRVR,C0750281,Matthew Thrash,M,20,ME,Others,0,MED,670-739,0,0,2014-01-26 18:30:00
4244,BTEEWD,C1223324,Robert Mundell,M,41,WI,Others,0,HIGH,670-739,0,1,2014-01-27 14:57:00
4245,HXMDLN,C7950531,Jaime Desai,F,49,DC,Others,0,MED,670-739,0,1,2014-01-29 09:25:00
4246,WRSAHP,C3626003,Zachary Wendell,M,44,AZ,Others,0,LOW,580-669,0,1,2014-01-29 15:39:00
4247,VTEPFB,C9466755,William Parker,M,35,TN,Others,0,LOW,300-579,0,1,2014-01-29 19:27:00
4248,SRYEEU,C4654406,Earl Lawson,M,31,MN,Others,0,HIGH,670-739,0,0,2014-01-30 17:57:00
4249,BSXJFT,C5972711,Nancy Robles,F,32,AZ,Others,0,MED,670-739,0,1,2014-01-31 06:00:00
4250,QRPWWQ,C5275669,Rose Dix,F,19,MD,Others,0,LOW,300-579,0,0,2014-02-01 16:30:00
4251,ECGRLM,C9656890,Harry Dolney,M,43,MS,Others,0,LOW,670-739,0,0,2014-02-03 19:31:00
4252,ESYAGS,C2896322,Stephen Kneip,M,34,MD,Others,0,MED,670-739,0,1,2014-02-04 11:10:00
4253,ODOQDI,C4451177,Daniel Martin,M,21,OR,Others,0,LOW,580-669,0,0,2014-02-04 16:59:00
4254,SNXXYT,C8794261,Jeremy George,M,24,OK,Others,0,MED,800-850,0,0,2014-02-04 18:50:00
4255,JPWSOE,C2165884,Kris Yashinski,M,37,AL,Others,0,LOW,670-739,0,0,2014-02-06 19:53:00
4256,PFYINE,C1692947,Anthony Mason,M,20,OH,Others,0,HIGH,800-850,0,0,2014-02-07 19:47:00
4257,NVEFDZ,C8622620,Charles Powell,M,39,AK,Others,0,LOW,300-579,0,1,2014-02-07 20:04:00
4258,LIXDYE,C8342400,Greg Tyndall,M,28,ME,Others,0,HIGH,800-850,0,1,2014-02-08 00:43:00
4259,QQMQUF,C6420700,Timothy Kathleen,M,33,DE,Others,0,HIGH,800-850,0,1,2014-02-08 15:47:00
4260,SHFXDT,C9709296,Larry Glanton,M,48,AR,Others,0,HIGH,800-850,0,0,2014-02-08 19:36:00
4261,YZPSIT,C6262122,Charles Everett,M,34,AR,Others,0,MED,800-850,0,1,2014-02-10 17:59:00
4262,LOKLZV,C8051963,Connie Dean,F,43,AL,Others,0,HIGH,800-850,0,1,2014-02-12 19:13:00
4263,CRCYCA,C4842651,Lauren Sievers,F,29,MA,Others,0,LOW,670-739,0,1,2014-02-12 22:53:00
4264,MITRCS,C7239178,Max Craig,M,31,MA,Others,0,LOW,580-669,0,0,2014-02-13 03:27:00
4265,LJRCZH,C8914483,Maria Tutt,F,34,UT,Others,0,HIGH,800-850,0,1,2014-02-13 09:52:00
4266,NGDPGF,C4608710,Bryan Lyall,M,45,MT,Others,0,LOW,580-669,0,1,2014-02-13 17:18:00
4267,MMMABN,C5804082,Terrence Raterman,M,39,WI,Others,0,HIGH,670-739,0,0,2014-02-14 10:45:00
4268,WBDQGG,C9429155,Rebeca Salak,F,44,TX,Others,0,HIGH,670-739,0,0,2014-02-14 14:57:00
4269,ZJKTCO,C2959769,Douglas Reid,M,49,MS,Others,0,HIGH,800-850,0,0,2014-02-15 20:18:00
4270,YOKCHA,C8861532,Sal Maciejewski,M,31,IA,Others,0,HIGH,800-850,0,1,2014-02-16 09:49:00
4271,TXTEVZ,C5737727,Michelle Blackburn,F,19,CO,Others,0,LOW,580-669,0,0,2014-02-17 13:45:00
4272,ENTBXR,C0693010,Wanda Sawyer,F,36,MT,Others,0,HIGH,740-799,0,1,2014-02-18 08:10:00
4273,FJOAOM,C6404351,Ronald Webb,M,45,GA,Others,0,LOW,580-669,0,1,2014-02-18 09:32:00
4274,GCOSHR,C7900092,Janna Tully,F,19,NH,Others,0,HIGH,740-799,0,0,2014-02-19 17:06:00
4275,TTKTTO,C7799371,Carlos Shapiro,M,43,CO,Others,0,MED,670-739,0,1,2014-02-19 18:22:00
4276,AOSTXC,C8217802,Michelle Harris,F,44,ND,Others,0,MED,800-850,0,0,2014-02-19 19:54:00
4277,ILTYVW,C9890905,Ramon Maresco,M,26,MI,Others,0,LOW,300-579,0,1,2014-02-20 11:38:00
4278,QXCKZJ,C0122583,Tammy Penna,F,37,OK,Others,0,MED,800-850,0,1,2014-02-20 17:55:00
4279,AWQQEJ,C0261845,Mark Brannigan,M,37,AZ,Others,0,MED,800-850,0,1,2014-02-20 19:51:00
4280,MZKPCN,C5822603,Marion Britton,M,37,NH,Others,0,LOW,580-669,0,1,2014-02-21 02:05:00
4281,AKLCZC,C6266322,Kathleen Tippets,F,30,GA,Others,0,LOW,580-669,0,0,2014-02-21 08:36:00
4282,TXEAHC,C1760264,Ruth Fish,F,48,NJ,Others,0,LOW,580-669,0,1,2014-02-21 15:39:00
4283,HNHFFD,C7246161,Kindra Folden,F,36,SD,Others,0,LOW,300-579,0,0,2014-02-21 15:46:00
4284,ZTTYOZ,C0497320,Kristine Smith,F,43,TX,Others,0,MED,800-850,0,1,2014-02-21 19:46:00
4285,VXLYPQ,C3818060,Christian Voeks,M,21,IA,Others,0,HIGH,740-799,0,0,2014-02-22 18:15:00
4286,EEQCME,C3158295,Christopher Dillard,M,27,NY,Others,0,MED,800-850,0,1,2014-02-23 11:42:00
4287,UDMZQH,C2945023,Timothy Schrader,M,28,KS,Others,0,LOW,670-739,0,1,2014-02-23 18:42:00
4288,JPILFC,C0226049,Gladys Barbian,F,29,VA,Others,0,LOW,670-739,0,1,2014-02-24 11:48:00
4289,IPOUZV,C9119599,Mark Thiel,M,34,IN,Others,0,LOW,670-739,0,1,2014-02-24 17:02:00
4290,EQQGCB,C6575629,Mattie Humphrey,F,49,CA,Others,0,HIGH,740-799,0,0,2014-02-25 16:08:00
4291,NTBITR,C1698405,Luis Stigall,M,27,DC,Others,0,LOW,580-669,0,1,2014-02-26 19:27:00
4292,ISWBGX,C5944789,Kimberly Hicks,F,31,NM,Others,0,MED,740-799,0,0,2014-02-26 19:48:00
4293,VYHTXJ,C0771032,Harvey Prince,M,32,MS,Others,0,LOW,580-669,0,1,2014-02-27 16:41:00
4294,VWUTTE,C8513028,Lila Burton,F,40,AK,Others,0,LOW,670-739,0,1,2014-02-27 23:32:00
4295,CUGLBY,C1377534,Judson Judge,M,25,ID,Others,0,HIGH,740-799,0,1,2014-02-28 12:16:00
4296,QNYSQE,C1097223,Curtis Sparks,M,31,IN,Others,0,LOW,580-669,0,0,2014-02-28 18:25:00
4297,ITZWKW,C7321432,Cindy Hatmaker,F,31,IN,Others,0,HIGH,800-850,0,1,2014-02-28 19:58:00
4298,OHFMMT,C5306370,Deborah Brown,F,43,NE,Others,0,LOW,300-579,0,1,2014-03-01 07:21:00
4299,KHANMM,C6463012,Stephen Quinney,M,44,CT,Others,0,MED,800-850,0,0,2014-03-01 10:36:00
4300,VUYDWD,C0899505,James Messina,M,31,CT,Others,0,MED,670-739,0,1,2014-03-01 19:51:00
4301,WPNUOI,C7047001,Russell Brittingham,M,25,IL,Others,0,MED,740-799,0,1,2014-03-02 01:38:00
4302,QEWOLH,C8548142,Thomas Bristol,M,25,WV,Others,0,MED,740-799,0,1,2014-03-03 08:02:00
4303,VOZAYG,C8054929,James Wright,M,45,IN,Others,0,LOW,300-579,0,1,2014-03-03 09:40:00
4304,NRYBLE,C2199204,Andy Straugter,M,33,PA,Others,0,LOW,580-669,0,0,2014-03-03 10:21:00
4305,MTZRCE,C8928319,Wendy Gierisch,F,36,VA,Others,0,LOW,580-669,0,1,2014-03-03 17:48:00
4306,TFCVPQ,C2657460,Sylvia Seidel,F,23,WY,Others,0,MED,670-739,0,1,2014-03-03 18:35:00
4307,DASAQW,C7052813,Michael Panzarella,M,19,ND,Others,0,HIGH,740-799,0,0,2014-03-04 13:45:00
4308,AIHLME,C0127354,Herman Lake,M,43,AL,Others,0,MED,740-799,0,0,2014-03-04 18:39:00
4309,GKGXMM,C9487612,Fred Smith,M,20,WI,Others,0,LOW,300-579,0,0,2014-03-05 10:48:00
4310,QXZSUD,C3618679,Jean Maryland,F,47,VT,Others,0,LOW,580-669,0,1,2014-03-06 06:04:00
4311,VIJHHP,C9282072,Debra Hawkins,F,34,MA,Others,0,HIGH,670-739,0,0,2014-03-06 18:19:00
4312,VHNXUO,C3685042,Michael Perryman,M,22,IN,Others,0,LOW,580-669,0,0,2014-03-06 19:39:00
4313,FHLVSZ,C8174087,Anne Fennell,F,20,ND,Others,0,LOW,670-739,0,0,2014-03-07 17:35:00
4314,COREBN,C7757331,Luis Ramm,M,44,CT,Others,0,HIGH,670-739,0,1,2014-03-08 15:35:00
4315,GXKQQJ,C8917884,Jeffrey Epps,M,26,SC,Others,0,LOW,670-739,0,1,2014-03-09 09:49:00
4316,KHJWRD,C2835827,James Glaser,M,39,HI,Others,0,HIGH,740-799,0,1,2014-03-09 17:02:00
4317,SSALWU,C9535179,Craig Williams,M,21,KS,Others,0,MED,670-739,0,1,2014-03-12 09:55:00
4318,EJZNQR,C0336561,Patricia Eddy,F,23,WI,Others,0,HIGH,740-799,0,1,2014-03-12 18:19:00
4319,TOLEAT,C5751479,Gail Samuelson,F,35,MD,Others,0,HIGH,800-850,0,1,2014-03-14 16:35:00
4320,KDUENP,C2503655,Robert Riley,M,25,MO,Others,0,MED,670-739,0,1,2014-03-14 17:07:00
4321,HWTRNW,C3931338,Jessica Henderson,F,20,CA,Others,0,LOW,670-739,0,0,2014-03-14 18:05:00
4322,MZDWBT,C1101872,Jack Jackson,M,31,PA,Others,0,LOW,670-739,0,1,2014-03-14 18:40:00
4323,SSJYSS,C4183189,Ida Brown,F,24,ND,Others,0,LOW,580-669,0,0,2014-03-16 05:06:00
4324,SLQIVX,C0313068,Margaret Irby,F,42,LA,Others,0,HIGH,800-850,0,0,2014-03-16 14:11:00
4325,XNTTCI,C6698302,John Mcbride,M,32,SC,Others,0,MED,800-850,0,1,2014-03-16 17:47:00
4326,BSDIWX,C0407772,Vicenta Mcdonald,F,23,FL,Others,0,MED,800-850,0,0,2014-03-18 19:40:00
4327,GYXTBD,C8039025,Melony Williams,F,38,CT,Others,0,MED,670-739,0,0,2014-03-19 12:29:00
4328,FDDQLG,C4226464,George Schweitzer,M,19,UT,Others,0,LOW,580-669,0,0,2014-03-19 14:43:00
4329,QNQZPL,C1368001,Thomas Yoder,M,38,LA,Others,0,HIGH,800-850,0,0,2014-03-22 01:37:00
4330,MHTRYN,C5000638,Rosalind Cate,F,25,WA,Others,0,HIGH,670-739,0,0,2014-03-22 17:05:00
4331,DCMTOU,C1439384,Kathleen Blaschke,F,32,MI,Others,0,MED,740-799,0,1,2014-03-22 17:29:00
4332,VKSGRZ,C5381052,Phillip Tate,M,44,UT,Others,0,HIGH,670-739,0,0,2014-03-23 08:14:00
4333,AMFATX,C9746329,Ernest Bryant,M,35,LA,Others,0,MED,670-739,0,0,2014-03-23 11:27:00
4334,RXMMJJ,C1822888,Todd Gomez,M,22,UT,Others,0,MED,800-850,0,0,2014-03-23 15:36:00
4335,HZWYMB,C8552162,Ronda Noyer,F,28,NE,Others,0,HIGH,670-739,0,1,2014-03-23 17:09:00
4336,UIASPV,C8236864,Teresa Edge,F,34,MD,Others,0,LOW,300-579,0,0,2014-03-23 19:34:00
4337,OOQCWX,C5281875,James Martin,M,33,PA,Others,0,LOW,580-669,0,1,2014-03-23 22:47:00
4338,NNTSYS,C3275440,John Zwilling,M,45,IN,Others,0,MED,800-850,0,1,2014-03-24 11:22:00
4339,XUHOAX,C5922672,Norman Culpepper,M,49,KS,Others,0,MED,740-799,0,1,2014-03-24 17:05:00
4340,MUIVFM,C8302105,James Reinhold,M,22,SC,Others,0,HIGH,740-799,0,1,2014-03-25 16:17:00
4341,FBLFBX,C9983512,Maria Rusch,F,42,WA,Others,0,MED,800-850,0,1,2014-03-25 17:11:00
4342,YACOFM,C3750478,Cynthia Frawley,F,40,SC,Others,0,MED,740-799,0,1,2014-03-27 16:21:00
4343,GBLIBR,C4202863,Brian Daniels,M,26,MI,Others,0,HIGH,800-850,0,1,2014-03-29 17:08:00
4344,JOVYVM,C1920137,Phillip Norman,M,48,KY,Others,0,LOW,580-669,0,1,2014-04-01 01:22:00
4345,VOOPKV,C7136833,John Flowers,M,41,CT,Others,0,MED,670-739,0,0,2014-04-01 12:54:00
4346,IFTPVZ,C5794200,Linda Mccluskey,F,46,GA,Others,0,LOW,300-579,0,1,2014-04-03 17:44:00
4347,KPNEUW,C5891543,Thelma Herrera,F,44,TX,Others,0,HIGH,670-739,0,1,2014-04-05 09:51:00
4348,TIQIWL,C7946990,David Mckoy,M,29,MT,Others,0,HIGH,740-799,0,1,2014-04-05 16:14:00
4349,WHIKRS,C9473916,Michael Martinez,M,48,NC,Others,0,HIGH,740-799,0,1,2014-04-06 11:06:00
4350,UUQVAS,C3302284,Douglas Mcelyea,M,38,AZ,Others,0,MED,670-739,0,1,2014-04-06 19:21:00
4351,JFDHDV,C0707552,Larry Jackson,M,43,AR,Others,0,MED,740-799,0,1,2014-04-09 12:25:00
4352,HAUAZF,C2338675,David Gardner,M,27,SD,Others,0,LOW,300-579,0,1,2014-04-10 16:35:00
4353,AIQAII,C5723568,Amanda Watson,F,26,NY,Others,0,LOW,670-739,0,1,2014-04-10 19:56:00
4354,PPATSY,C7758067,Matthew Musto,M,35,MS,Others,0,LOW,580-669,0,1,2014-04-11 02:34:00
4355,SLTJPU,C6614868,Anthony Tobin,M,31,DC,Others,0,LOW,300-579,0,0,2014-04-11 11:18:00
4356,QMTFIE,C3003570,Rose Mixson,F,26,MT,Others,0,HIGH,740-799,0,1,2014-04-11 17:09:00
4357,SXNMDP,C4701224,Michael Butterfield,M,41,MI,Others,0,MED,740-799,0,1,2014-04-11 17:58:00
4358,DMIKEY,C8229169,Vernon Bentley,M,48,IL,Others,0,LOW,300-579,0,0,2014-04-12 19:39:00
4359,RJDAOL,C9424336,Richard Johnson,M,41,MI,Others,0,MED,670-739,0,0,2014-04-13 17:33:00
4360,MPGJZT,C1151321,Kenneth Guy,M,22,MA,Others,0,LOW,300-579,0,0,2014-04-13 18:26:00
4361,ZDYYZM,C7508707,Camille Jones,F,35,ME,Others,0,LOW,670-739,0,1,2014-04-13 18:31:00
4362,PFXIXM,C8034895,Kerry Yarbrough,F,35,TX,Others,0,LOW,580-669,0,0,2014-04-13 18:58:00
4363,WLHHAJ,C7590569,Steven Hall,M,22,CA,Others,0,LOW,580-669,0,0,2014-04-13 19:38:00
4364,AKDCMZ,C3056040,Freda Henderson,F,24,KY,Others,0,MED,800-850,0,0,2014-04-14 09:22:00
4365,YVTHOO,C5700147,Dorothy Villarreal,F,47,FL,Others,0,MED,800-850,0,0,2014-04-14 18:14:00
